Obs,Date,HHMMSS,Machine,Plot,Species,SampleID,QC,VPDair,Tair,Press,Photo,PARi,Cond,RH_S,CO2S,Tleaf,Ci,BLCond,Trmmol,FTime,EBal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,AHs.Cs
10,20180722,18:07:25,Bernie,14_amb,ARLA2,BNL2931,,0.776780786,15.73751545,101.6522522,3.529421913,124.9158325,235.658981,53.79286957,391.0817566,14.81424809,361.7760233,4.763391558,1.624510368,3035.50004,0,0.725796952,14.81424809,1.62,2.381695779,1,16.10493469,393.0098877,8.750397682,9.49534893,49.57258606,349.9179077,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00162451,287.9642481,288.8875154,19.98653276,-0.303609857,1.691020556,15.27588177,1.74200439,0.22454984,0.965223604,0.141301175,36.77534756,0.925064944,58.56125338,0.005298569
11,20180722,18:08:17,Bernie,14_amb,ARLA2,BNL2931,,0.789724052,15.90094471,101.6514053,3.895719512,100.5179367,232.494019,53.1519165,389.8014526,14.85513878,357.5393986,4.763391558,1.616875639,3087.500039,0,0.731739187,14.85513878,1.62,2.381695779,1,16.24798393,391.896637,8.739477158,9.480871201,48.99549103,349.9495239,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001616876,288.0051388,289.0509447,16.08286951,-0.320100194,1.695483069,15.37804174,1.753467933,0.221674422,0.963743881,0.139479591,36.34438233,0.917234649,58.30492467,0.005843611
12,20180722,18:08:48,Bernie,14_amb,ARLA2,BNL2931,,0.792382106,15.94285393,101.6513748,2.668921506,89.53919983,233.887569,52.9901619,390.1508484,14.85411739,366.7371437,4.763391558,1.626653464,3118.500038,0,0.731983662,14.85411739,1.62,2.381695779,1,16.23927498,391.6801147,8.731506348,9.477371216,48.81986237,349.9566956,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001626653,288.0041174,289.0928539,14.32627165,-0.332653403,1.695371476,15.39848566,1.75576992,0.222940933,0.963387814,0.14028189,37.27933485,0.939988072,58.29997776,0.003995898
13,20180722,18:09:31,Bernie,14_amb,ARLA2,BNL2931,,0.796915906,15.97786903,101.6524048,2.900471165,80.24507141,231.877297,52.82330322,390.1757813,14.88385487,364.9248383,4.763391558,1.62243627,3161.500037,0,0.736118097,14.88385487,1.62,2.381695779,1,16.23810959,391.8114624,8.724666595,9.468590736,48.67310715,349.9631042,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001622436,288.0338549,289.127869,12.83921114,-0.341604923,1.698623115,15.43086195,1.759420924,0.221113696,0.962505018,0.139124407,37.09548737,0.935283162,58.12738878,0.004330171
14,20180722,18:10:02,Bernie,14_amb,ARLA2,BNL2931,,0.799419305,15.99863148,101.6555862,1.863171917,69.24720764,231.267133,52.71298981,390.2142029,14.89440536,372.3304847,4.763391558,1.622472706,3193.000037,0,0.738008516,14.89440536,1.62,2.381695779,1,16.23914146,391.3696594,8.717169762,9.46105957,48.56835175,349.9897766,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001622473,288.0444054,289.1486315,11.07955298,-0.353524557,1.699778074,15.44651842,1.761188862,0.220558796,0.961769557,0.138772926,37.8494737,0.954169484,58.04318526,0.002775167
15,20180722,18:10:33,Bernie,14_amb,ARLA2,BNL2931,,0.801237646,16.00975037,101.65522,2.029933709,60.33662415,230.379122,52.6102829,390.1556396,14.89437294,371.016857,4.763391558,1.619129692,3224.000036,0,0.739196988,14.89437294,1.62,2.381695779,1,16.23759079,391.3877563,8.706930161,9.449367523,48.47668839,349.9560547,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00161913,288.0443729,289.1597504,9.653859648,-0.361903019,1.699774523,15.45206165,1.761815181,0.219750973,0.960577535,0.13826126,37.71580024,0.950945775,57.9683067,0.003020476
16,20180722,18:11:09,Bernie,14_amb,ARLA2,BNL2931,,0.80275281,16.01626015,101.6539536,1.319133523,49.61117554,230.206391,52.52893448,390.0195923,14.89545059,375.979304,4.763391558,1.620620567,3260.000035,0,0.740401403,14.89545059,1.62,2.381695779,1,16.23730469,390.922699,8.695781708,9.438797951,48.39389038,350.0091248,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001620621,288.0454506,289.1662601,7.937787909,-0.374340243,1.699892532,15.45585537,1.762243938,0.219593806,0.959491128,0.138161715,38.21978271,0.964001069,57.90148482,0.001960237
17,20180722,18:11:40,Bernie,14_amb,ARLA2,BNL2931,,0.804832508,16.02501869,101.6577148,1.377694179,39.09925079,228.704266,52.45477295,390.0475159,14.90899754,375.5090773,4.763391558,1.615484126,3291.000034,0,0.742704191,14.90899754,1.62,2.381695779,1,16.23913765,390.9768982,8.689665794,9.430395126,48.33460617,349.97995,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001615484,288.0589975,289.1750187,6.255879987,-0.385177208,1.70137661,15.46700811,1.763504927,0.218226574,0.958672419,0.137295792,38.1733947,0.962726494,57.7945714,0.002043418
18,20180722,18:12:18,Bernie,14_amb,ARLA2,BNL2931,,0.80697033,16.03751564,101.6544571,0.579345923,30.53170586,227.356466,52.35234451,390.0859985,14.91470528,381.2931823,4.763391558,1.610195708,3329.000034,0,0.744437893,14.91470528,1.62,2.381695779,1,16.23714828,390.6448975,8.68150425,9.419796944,48.24914169,349.9892883,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001610196,288.0647053,289.1875156,4.885072828,-0.392862092,1.702002238,15.47611046,1.764534674,0.216999108,0.957564344,0.13651845,38.76015144,0.977459288,57.7002644,0.000857311
19,20180722,18:12:49,Bernie,14_amb,ARLA2,BNL2931,,0.808106305,16.03772736,101.6583176,0.649830782,20.78486633,225.622306,52.27684402,390.1365662,14.91039181,380.7895008,4.763391558,1.600315339,3360.000033,0,0.745333111,14.91039181,1.62,2.381695779,1,16.23722839,390.7263184,8.672241211,9.405982018,48.19884109,350.0044861,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001600315,288.0603918,289.1877274,3.325578539,-0.400629196,1.701529418,15.47405958,1.764302612,0.215418801,0.956196307,0.135517742,38.71042,0.976041555,57.62331397,0.000960256
20,20180722,18:13:20,Bernie,14_amb,ARLA2,BNL2931,,0.809370078,16.03742027,101.656311,-0.070326511,10.26259422,222.772094,52.19198608,390.2737122,14.90526962,386.2077286,4.763391558,1.583158675,3391.000032,0,0.746342692,14.90526962,1.62,2.381695779,1,16.23726654,390.5271606,8.664772987,9.390714645,48.15732574,349.9775085,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001583159,288.0552696,289.1874203,1.642015039,-0.406956566,1.7009681,15.47134495,1.763995486,0.21281907,0.954625409,0.133871706,39.26045298,0.989581713,57.52808588,-0.000103659
21,20180722,18:14:16,Bernie,14_amb,ARLA2,BNL2931,,0.812051772,16.0505619,101.6586914,-1.288643431,-0.077740319,222.359522,52.08047104,389.9401245,14.91760445,394.9263002,4.763391558,1.585809425,3447.000031,0,0.748934806,14.91760445,1.62,2.381695779,1,16.23644829,389.6298523,8.651102066,9.378295898,48.04214859,349.9642334,NA,-5.617164612,-0.199480221,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001585809,288.0676044,289.2005619,-0.012438451,-0.419652036,1.702320094,15.48408318,1.76543706,0.21244251,0.953385289,0.133633306,40.14769088,1.012787029,57.41089128,-0.001895495
3,20180724,13:17:40,Mariano,14_amb,ARLA2,BNL2976,,0.554172963,13.56600571,101.1989136,14.45389866,498.7409363,218.891576,69.98833466,390.0072937,15.22212219,276.5345749,4.499913267,1.348028681,483.4999913,0,0.644412189,15.22212219,2.22,2.249956633,1,12.05825329,401.0812988,9.800732613,10.78654099,63.59192657,300.296051,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001348029,288.3721222,286.7160057,79.79854802,0.02570405,1.735998418,14.39406395,1.645759192,0.208737835,1.091586229,0.13133692,27.98499854,0.709049752,64.09982144,0.024022865
4,20180724,13:18:14,Mariano,14_amb,ARLA2,BNL2976,,0.543495449,13.50173092,101.1979065,12.44844691,375.2010803,219.974483,70.03368378,390.9109192,15.01227379,293.1719581,4.499913267,1.313414278,517.4999906,0,0.624996211,15.01227379,2.22,2.249956633,1,12.00096416,400.4932251,9.788031578,10.74856091,63.77523041,300.2968445,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001313414,288.1622738,286.6517309,60.03217151,-0.101380885,1.712728072,14.25700235,1.631227311,0.209722381,1.087731861,0.13196057,29.66838841,0.749971269,64.72130276,0.020809117
5,20180724,13:19:44,Mariano,14_amb,ARLA2,BNL2976,,0.542854448,13.59936905,101.1977158,10.10181388,249.0993042,231.041631,69.36962128,389.7773743,14.83720303,313.3358521,4.499913267,1.341412114,607.9999885,0,0.609235949,14.83720303,2.22,2.249956633,1,12.36393547,397.6308289,9.733644485,10.71455479,63.01887894,300.3360901,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001341412,287.987203,286.749369,39.85588778,-0.242862316,1.693524419,14.21828604,1.627142918,0.219758447,1.08428847,0.138320063,31.7088725,0.803884147,65.30625124,0.017057973
6,20180724,13:21:51,Mariano,14_amb,ARLA2,BNL2976,,0.581026069,14.14280415,101.196228,5.709209222,125.3303833,229.748698,67.09433746,390.0671387,15.05002689,344.8805268,4.499913267,1.381034304,734.9999857,0,0.630498904,15.05002689,2.22,2.249956633,1,13.00577164,394.6864319,9.725446701,10.73553181,60.78156281,300.2699585,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001381034,288.2000269,287.2928041,20.05286088,-0.381148854,1.716894229,14.59641552,1.667421394,0.218588394,1.086395325,0.137578431,34.90060843,0.884156835,64.56991516,0.009492443
7,20180724,13:22:56,Mariano,14_amb,ARLA2,BNL2976,,0.590438604,14.22111225,101.1963043,4.764021617,100.083725,229.605223,66.91795349,389.9663696,15.19516468,351.5166691,4.499913267,1.409776615,799.9999842,0,0.643943576,15.19516468,2.22,2.249956633,1,13.00048447,393.8951111,9.730657578,10.7617569,60.50644684,300.2642822,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001409777,288.3451647,287.3711123,16.01339564,-0.426722112,1.732993602,14.70813847,1.67948863,0.218458516,1.089050026,0.137496112,35.57218782,0.901402522,64.14611407,0.007865232
8,20180724,13:23:27,Mariano,14_amb,ARLA2,BNL2976,,0.590236476,14.14700603,101.1977692,4.272559595,89.77232361,218.302168,66.99072266,390.2897949,15.19093609,353.8370885,4.499913267,1.350977259,830.9999835,0,0.647509716,15.19093609,2.22,2.249956633,1,12.74696255,393.8384399,9.733603477,10.7217083,60.81690598,300.2731323,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001350977,288.3409361,287.297006,14.36357146,-0.424981134,1.732522678,14.66897106,1.675249438,0.208201774,1.085012961,0.130997375,35.807524,0.906600923,63.85218922,0.007013025
9,20180724,13:24:25,Mariano,14_amb,ARLA2,BNL2976,,0.58255917,13.93981647,101.1961899,3.663347476,80.64898682,209.132706,67.68872833,390.1593933,15.19396305,357.1408084,4.499913267,1.304090795,888.9999823,0,0.651173875,15.19396305,2.22,2.249956633,1,12.4435482,393.2428894,9.735490799,10.68899822,61.65058517,300.3789978,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001304091,288.3439631,287.0898165,12.9038376,-0.436665853,1.732859769,14.56688976,1.664245063,0.199844946,1.081685894,0.125705603,36.14128907,0.91537155,63.58447176,0.00598704
10,20180724,13:25:08,Mariano,14_amb,ARLA2,BNL2976,,0.577375803,13.84107018,101.1962433,3.363589063,70.32800293,203.922786,67.91616058,390.0960693,15.13447094,358.8156415,4.499913267,1.266471842,931.9999813,0,0.647861149,15.13447094,2.22,2.249956633,1,12.33625031,392.9479065,9.730074883,10.65636349,62.01265335,300.2958679,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001266472,288.2844709,286.9910702,11.25248022,-0.439606759,1.726245101,14.48777056,1.655759755,0.195082235,1.078383952,0.122690996,36.31079495,0.919813527,63.59242822,0.005497455
11,20180724,13:25:39,Mariano,14_amb,ARLA2,BNL2976,,0.575370681,13.8030138,101.1980057,2.65360361,60.84982681,200.819434,68.03076935,390.2574463,15.11917019,364.4171782,4.499913267,1.246346122,962.9999806,0,0.647011009,15.11917019,2.22,2.249956633,1,12.30062485,392.5786438,9.736270905,10.64780331,62.20682144,300.3104553,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001246346,288.2691702,286.9530138,9.735972072,-0.446135235,1.724547468,14.461092,1.65290714,0.192240251,1.077536459,0.120892573,36.87829167,0.933786611,63.58085636,0.004332096
12,20180724,13:26:12,Mariano,14_amb,ARLA2,BNL2976,,0.574218068,13.79174232,101.1979828,2.216802972,50.20944595,202.134749,68.10840607,390.2947998,15.1170969,368.1672614,4.499913267,1.252861787,995.9999799,0,0.646341247,15.1170969,2.22,2.249956633,1,12.29196262,392.2948914,9.73591423,10.65215206,62.25010681,300.3287659,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001252862,288.2670969,286.9417423,8.033511173,-0.461962805,1.724317548,14.45441961,1.652194369,0.193445247,1.077976301,0.121655061,37.25778419,0.943305577,63.62384507,0.003619886
13,20180724,13:26:54,Mariano,14_amb,ARLA2,BNL2976,,0.574201693,13.74772549,101.1946564,1.592051534,40.82977676,197.992522,68.06449127,390.2115479,15.09009266,372.9264972,4.499913267,1.229751712,1037.999979,0,0.647121493,15.09009266,2.22,2.249956633,1,12.24316883,391.7433472,9.715699196,10.61522293,62.296772,300.2776489,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001229752,288.2400927,286.8977255,6.532764136,-0.466918327,1.72132533,14.41890907,1.64840553,0.189648157,1.074203837,0.119252569,37.73816873,0.955703385,63.48567561,0.002593371
14,20180724,13:27:35,Mariano,14_amb,ARLA2,BNL2976,,0.571137613,13.67186356,101.1948776,0.884822358,29.54187584,192.457035,68.02394867,390.3450317,14.99692917,378.7804034,4.499913267,1.188607469,1078.999978,0,0.642755862,14.99692917,2.22,2.249956633,1,12.17097664,391.3420715,9.687318802,10.55667496,62.42209244,300.3202515,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001188607,288.1469292,286.8218636,4.726700029,-0.465451886,1.711037293,14.33439636,1.639419043,0.184563432,1.06828143,0.116036282,38.33063657,0.970373317,63.4738652,0.001439786
15,20180724,13:28:20,Mariano,14_amb,ARLA2,BNL2976,,0.565827999,13.57146358,101.1964722,0.139503328,19.78421021,185.468227,67.9599762,390.1422119,14.8463583,384.9789256,4.499913267,1.131720748,1123.999977,0,0.634196717,14.8463583,2.22,2.249956633,1,12.08689213,390.5717163,9.650098801,10.47790718,62.59079361,300.3225403,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001131721,287.9963583,286.7214636,3.165473562,-0.454275526,1.69452396,14.20891094,1.626155241,0.17812657,1.060327242,0.111966224,38.95850913,0.98676563,63.5592408,0.000227293
16,20180724,13:28:51,Mariano,14_amb,ARLA2,BNL2976,,0.568114233,13.64111233,101.1978836,0.012957465,11.45195007,189.673273,67.62004089,390.3438721,14.81040192,386.3271881,4.499913267,1.150079905,1154.999976,0,0.630785196,14.81040192,2.22,2.249956633,1,12.36803436,390.6853027,9.63146019,10.47271061,62.18827057,300.319458,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00115008,287.9604019,286.7911123,1.832311971,-0.462382645,1.690601345,14.22575712,1.627930382,0.182001818,1.059816149,0.11441636,39.09549382,0.989709883,63.70455734,2.11e-05
17,20180724,13:30:11,Mariano,14_amb,ARLA2,BNL2976,,0.594970758,13.98089123,101.1980438,-0.780442447,8.189084053,184.638571,65.86679077,390.0319519,14.89340973,393.0121415,4.499913267,1.144773004,1234.999975,0,0.644288947,14.89340973,2.22,2.249956633,1,12.83573151,389.7850952,9.591450691,10.42885876,60.57786942,300.3186035,NA,-1.521460772,-0.544795871,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001144773,288.0434097,287.1308912,1.310253419,-0.444741824,1.699669052,14.43715048,1.650350863,0.177361161,1.055380106,0.111482364,39.77205992,1.007640886,63.0848446,-0.001261552
3,20180724,12:25:58,Mariano,14_amb,ARLA2,BNL2974,,0.711693023,14.02349472,101.2138519,14.8486147,499.3925781,192.187755,59.29906082,389.9322205,15.11444092,257.8159671,4.499913267,1.423303717,300.500009,0,0.771247628,15.11444092,2.22,2.249956633,1,12.7151804,399.697876,8.519629478,9.413488388,53.66830826,350.1660156,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001423304,288.2644409,287.1734947,79.90281071,0.045113946,1.724023048,14.56896782,1.664468443,0.184315773,0.95277542,0.115879655,26.09454712,0.661181491,56.52208037,0.021772334
4,20180724,12:26:32,Mariano,14_amb,ARLA2,BNL2974,,0.707053548,14.03603268,101.2111816,12.96834698,374.2697754,192.876413,59.30258179,390.5768127,15.03099155,275.015964,4.499913267,1.409539205,334.5000082,0,0.761185307,15.03099155,2.22,2.249956633,1,12.9241848,399.1473694,8.536769867,9.421955109,53.7311554,350.1746216,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001409539,288.1809916,287.1860327,59.88316272,-0.094866795,1.714792517,14.53351212,1.660660757,0.184949079,0.95360721,0.116280182,27.83469069,0.704127729,56.86647466,0.019071384
5,20180724,12:27:41,Mariano,14_amb,ARLA2,BNL2974,,0.706955103,14.14828014,101.2146988,10.91962875,250.1186523,192.240861,59.06778336,389.8337097,14.97579288,291.5467844,4.499913267,1.387954051,403.5000066,0,0.751942382,14.97579288,2.22,2.249956633,1,13.08118534,397.0974426,8.581497192,9.452859879,53.6229248,350.2710571,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001387954,288.1257929,287.2982801,40.01898348,-0.225539062,1.708710748,14.56203651,1.663723468,0.184364618,0.956768365,0.115910546,29.50881997,0.74787474,57.23342991,0.016167514
6,20180724,12:28:52,Mariano,14_amb,ARLA2,BNL2974,,0.702665341,14.20265579,101.2120056,6.758372708,124.8075714,190.748107,59.25074387,389.6455078,14.95975018,326.6557741,4.499913267,1.36281648,474.5000051,0,0.743827877,14.95975018,2.22,2.249956633,1,13.07963753,394.26651,8.660139084,9.515855789,53.92260361,350.1933289,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001362816,288.1097502,287.3526558,19.96921098,-0.363986826,1.706946726,14.58120298,1.665784191,0.182991239,0.96311885,0.115042022,33.06148604,0.838340921,57.63675641,0.010049346
7,20180724,12:29:34,Mariano,14_amb,ARLA2,BNL2974,,0.699671901,14.20489597,101.2094421,5.748671122,99.32897949,188.020361,59.41200256,390.2225952,14.95319557,335.2752492,4.499913267,1.33786609,516.5000041,0,0.740346216,14.95319557,2.22,2.249956633,1,13.07455158,394.1992188,8.703062057,9.543380737,54.18062592,350.0717468,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001337866,288.1031956,287.354896,15.89263636,-0.385916678,1.706226457,14.57904577,1.665552142,0.180479372,0.965880241,0.113453716,33.93302094,0.859189738,57.79225763,0.00855162
8,20180724,12:30:05,Mariano,14_amb,ARLA2,BNL2974,,0.695559295,14.21033955,101.209938,5.118292221,89.40071106,188.248346,59.51924515,390.1403198,14.91002464,340.8096606,4.499913267,1.327056802,547.5000034,0,0.733524265,14.91002464,2.22,2.249956633,1,13.07889557,393.7125854,8.730852127,9.563931465,54.33473969,350.2535706,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001327057,288.0600246,287.3603395,14.30411345,-0.390576188,1.701489176,14.56018209,1.663524206,0.180689426,0.967964911,0.113586528,34.49332464,0.873556624,58.06734973,0.007648018
9,20180724,12:30:36,Mariano,14_amb,ARLA2,BNL2974,,0.693164217,14.22856045,101.2082138,4.728960211,79.44715118,190.109646,59.69639206,390.2408447,14.92217064,344.7237031,4.499913267,1.334782095,578.5000027,0,0.730828712,14.92217064,2.22,2.249956633,1,13.0792551,393.5684814,8.765954018,9.603885651,54.4879303,350.2383423,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001334782,288.0721706,287.3785604,12.71154391,-0.404797398,1.702820824,14.57536554,1.665156329,0.182403569,0.971992112,0.114670403,34.88887024,0.883361411,58.26955396,0.007086901
10,20180724,12:31:22,Mariano,14_amb,ARLA2,BNL2974,,0.692817635,14.24474525,101.2078781,4.009510077,69.24689484,191.31785,59.88694763,390.0853882,14.97618961,351.008994,4.499913267,1.346314337,624.5000017,0,0.732637081,14.97618961,2.22,2.249956633,1,13.08051491,392.9596252,8.799568176,9.644677162,54.63939285,350.2496948,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001346314,288.1261896,287.3947453,11.07950293,-0.424016436,1.708754391,14.61046743,1.668934945,0.183515522,0.976117311,0.115373569,35.52487548,0.89982605,58.32019717,0.006013009
11,20180724,12:31:53,Mariano,14_amb,ARLA2,BNL2974,,0.692460131,14.26880741,101.2087784,3.54983905,59.04272842,189.901946,60.03905487,390.2808533,15.01976109,354.9381925,4.499913267,1.338250209,655.500001,0,0.733431389,15.01976109,2.22,2.249956633,1,13.08122635,392.861969,8.844128609,9.68416214,54.83108521,350.241333,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00133825,288.1697611,287.4188074,9.446836337,-0.435247198,1.713553609,14.64428425,1.672582351,0.182212358,0.98012222,0.114549492,35.92286086,0.909443006,58.37747807,0.005324311
12,20180724,12:32:34,Mariano,14_amb,ARLA2,BNL2974,,0.690749629,14.28187275,101.2080917,3.247554529,48.64660263,190.404051,60.26345062,390.2371521,15.05825424,357.5916094,4.499913267,1.341262908,696.5000001,0,0.733185402,15.05825424,2.22,2.249956633,1,13.07633209,392.6275024,8.886715889,9.728648186,55.04816055,350.2224121,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001341263,288.2082542,287.4318727,7.783456247,-0.450881899,1.71780332,14.6700635,1.675367547,0.182674574,0.984617918,0.114841774,36.19116441,0.91634435,58.49699639,0.004880306
13,20180724,12:33:05,Mariano,14_amb,ARLA2,BNL2974,,0.691286989,14.29591942,101.2090302,2.716168413,40.3189621,191.227956,60.39813614,390.1779785,15.11139393,362.2145084,4.499913267,1.35199188,727.4999994,0,0.735969159,15.11139393,2.22,2.249956633,1,13.07915878,392.234314,8.910438538,9.759169579,55.14545822,350.1852112,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001351992,288.2613939,287.4459194,6.451033791,-0.467654189,1.723685247,14.70365667,1.679003077,0.18343281,0.987716088,0.115321262,36.6593791,0.928331501,58.48701147,0.004080011
14,20180724,12:33:48,Mariano,14_amb,ARLA2,BNL2974,,0.68866535,14.31483269,101.2077484,1.688905158,29.87685204,193.184806,60.60938263,390.4871216,15.13025284,371.5338784,4.499913267,1.360540719,770.4999984,0,0.733392287,15.13025284,2.22,2.249956633,1,13.07210827,391.8943176,8.951538086,9.805421829,55.33134842,350.2565918,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001360541,288.2802528,287.4648327,4.780296219,-0.483212846,1.725776952,14.72254276,1.681050015,0.185232625,0.992384666,0.116459512,37.60210729,0.951462565,58.69832397,0.002542074
15,20180724,12:34:19,Mariano,14_amb,ARLA2,BNL2974,,0.686724989,14.32854366,101.2074585,1.369103537,19.65104294,193.531085,60.74306488,390.1686707,15.13740063,373.9831154,4.499913267,1.358675315,801.4999978,0,0.731113983,15.13740063,2.22,2.249956633,1,13.07651329,391.3725281,8.983046532,9.835800171,55.47670364,350.2291565,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001358675,288.2874006,287.4785437,3.1441668,-0.494509602,1.72657032,14.73297215,1.682181326,0.185550959,0.995456338,0.116660849,37.84988063,0.958516517,58.84778644,0.002067147
16,20180724,12:37:40,Mariano,14_amb,ARLA2,BNL2974,,0.66693229,14.11210346,101.2053604,1.009703514,10.49351406,178.506465,62.73894882,389.8959351,15.32810593,376.0574039,4.499913267,1.26246557,1002.999993,0,0.734002943,15.32810593,2.22,2.249956633,1,12.62338829,390.8479309,9.225589752,10.01778316,57.77762985,350.2423706,NA,-2.432410479,-0.516005218,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001262466,288.4781059,287.2621035,1.678962212,-0.505117927,1.747856298,14.72010469,1.680785646,0.171695499,1.013853356,0.107901507,38.0590251,0.964507116,59.04910616,0.001530369
17,20180724,12:41:01,Mariano,14_amb,ARLA2,BNL2974,,0.650853357,13.96499729,101.2103348,0.440746222,6.093870163,157.237743,63.60227203,389.9256897,15.25526619,380.8707513,4.499913267,1.098252026,1203.999989,0,0.721653665,15.25526619,2.22,2.249956633,1,12.47380352,390.476532,9.369538307,10.0587101,59.24456787,350.2167664,NA,-2.432410479,-0.516005218,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.001098252,288.4052662,287.1149973,0.975019204,-0.461166325,1.739699082,14.61013174,1.668898773,0.151928981,1.018045416,0.095418716,38.54805625,0.976777785,59.36540477,0.000671255
3,20180724,11:13:46,Mariano,11_amb,ARLA2,BNL2972,,0.484215429,13.84506989,101.224678,14.34203972,499.0261536,904.448549,73.10248566,390.117218,14.93349361,357.153445,4.447217609,4.089868646,1234.000004,0,0.54302824,14.93349361,2.34,2.223608804,1,12.83197117,400.7646179,8.768902779,11.46987915,55.88799667,350.2630615,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.004089869,288.0834936,286.9950699,79.84418279,-0.85779469,1.704063064,14.38928175,1.645250253,0.751593877,1.161034824,0.481442435,36.15274248,0.915502901,73.13874903,0.027191757
4,20180724,11:14:59,Mariano,11_amb,ARLA2,BNL2972,,0.596888192,14.21181393,101.2229309,12.69494108,374.3224182,470.103204,65.34223938,389.8834839,14.83644199,339.1321086,4.447217609,2.685550353,1307.000002,0,0.630675298,14.83644199,2.34,2.223608804,1,13.50350666,399.0640259,8.723977089,10.49926186,54.29373932,350.2654114,NA,-1.562705159,-0.593221784,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.00268555,287.986442,287.3618139,59.89158558,-0.498950699,1.693441355,14.52412796,1.659654249,0.425160636,1.062766057,0.269428071,34.327946,0.869829379,65.85329241,0.021656454
