Obs,Date,HHMMSS,Machine,Plot,Species,SampleID,QC,VPDair,Tair,Press,Photo,PARi,Cond,RH_S,CO2S,Tleaf,Ci,BLCond,Trmmol,FTime,EBal,VpdL,CTleaf,Area,BLC_1,StmRat,TBlk,CO2R,H2OR,H2OS,RH_R,Flow,PARo,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,CTair,SVTair,CndTotal,vp_kPa,CndCO2,Ci_Pa,Ci_Ca,RHsfc,AHs.Cs
8,2021-07-12,2021-07-12 20:01,Bernie,35_amb,CAAQ,BNL15614,,0.513445169,16.34,100.5,12.77386324,1000,129.590766,67.99,389.8,14.91,222.7419631,1.99664,0.532756017,945.5,0,0.434,14.91,1.11,2.4958,1,17.16,395.55,12.384,12.617,66.74,250.6,134,-1.26,-0.176,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.43,NA,15.625,1.781453669,NA,1.2680085,NA,NA,0.571426278,NA,NA
9,2021-07-12,2021-07-12 20:04,Bernie,35_amb,CAAQ,BNL15614,,0.597221333,17.47,100.5,10.53961214,750,266.655425,61.86,389.95,14.73,319.2292704,1.99664,1.051487362,1146.5,0,0.442,14.73,1.11,2.4958,1,18.94,394.8,11.87,12.33,59.55,250.6,85,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.74,NA,16.1,1.836386333,NA,1.239165,NA,NA,0.818641545,NA,NA
10,2021-07-12,2021-07-12 20:07,Bernie,35_amb,CAAQ,BNL15614,,0.702352131,18.67,100.5,8.882034093,500,218.555728,56.19,390.04,14.86,318.6477574,1.99664,0.959804901,1348,0,0.482,14.86,1.11,2.4958,1,20.62,394.14,11.654,12.074,54.23,250.6,84,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.81,NA,16.765,1.915789131,NA,1.213437,NA,NA,0.816961741,NA,NA
11,2021-07-12,2021-07-12 20:09,Bernie,35_amb,CAAQ,BNL15614,,0.731377824,18.88,100.5,8.621236552,375,176.083469,54.81,390.08,14.9,305.4886707,1.99664,0.818005979,1436,0,0.501,14.9,1.11,2.4958,1,20.78,394.04,11.579,11.937,53.16,250.6,81,-1.26,-0.176,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.98,NA,16.89,1.931046324,NA,1.1996685,NA,NA,0.783143639,NA,NA
12,2021-07-12,2021-07-12 20:12,Bernie,35_amb,CAAQ,BNL15614,,0.701959091,18.16,100.5,5.865051301,200,124.595026,55.78,389.83,14.59,310.1702515,1.99664,0.591602429,1637,0,0.5,14.59,1.11,2.4958,1,20.14,392.53,11.352,11.611,54.54,250.6,56,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.57,NA,16.375,1.868864591,NA,1.1669055,NA,NA,0.795655161,NA,NA
13,2021-07-12,2021-07-12 20:15,Bernie,35_amb,CAAQ,BNL15614,,0.796428561,19.58,100.5,3.394723656,99,126.664293,50.73,390.04,14.61,344.6442149,1.99664,0.611872431,1838,0,0.509,14.61,1.11,2.4958,1,22.05,391.65,11.273,11.541,49.55,250.5,67,-1.26,-0.176,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.97,NA,17.095,1.956299061,NA,1.1598705,NA,NA,0.883612488,NA,NA
14,2021-07-12,2021-07-12 20:19,Bernie,35_amb,CAAQ,BNL15614,,0.754635497,18.8,100.5,2.961688637,85,104.941835,52.61,389.08,14.47,341.6992379,1.99664,0.511545398,2039,0,0.508,14.47,1.11,2.4958,1,20.05,390.48,11.173,11.397,51.58,250.6,51,-1.26,-0.176,0.3,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.33,NA,16.635,1.900033997,NA,1.1453985,NA,NA,0.878223599,NA,NA
15,2021-07-12,2021-07-12 20:22,Bernie,35_amb,CAAQ,BNL15614,,0.820162689,19.55,100.5,2.020231871,71,132.842898,49.48,389.97,14.52,364.1419188,1.99664,0.666724013,2240.5,0,0.53,14.52,1.11,2.4958,1,22,390.98,10.939,11.231,48.19,250.6,47,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-5.03,NA,17.035,1.948878189,NA,1.1287155,NA,NA,0.933769056,NA,NA
16,2021-07-12,2021-07-12 20:25,Bernie,35_amb,CAAQ,BNL15614,,0.890098635,20.33,100.5,1.058358613,49,118.634641,47.31,389.93,14.92,374.8611878,1.99664,0.6439177,2407.5,0,0.569,14.92,1.11,2.4958,1,22.88,390.51,10.99,11.272,46.13,250.6,43,-1.26,-0.176,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-5.41,NA,17.625,2.022934635,NA,1.132836,NA,NA,0.961355084,NA,NA
17,2021-07-12,2021-07-12 20:28,Bernie,35_amb,CAAQ,BNL15614,,0.818778788,18.72,100.5,0.96672419,39,83.013764,50.28,390.08,14.68,370.6927456,1.99664,0.472266602,2608.5,0,0.587,14.68,1.11,2.4958,1,20.88,390.59,10.63,10.837,49.32,250.5,44,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.04,NA,16.7,1.907897288,NA,1.0891185,NA,NA,0.950299286,NA,NA
18,2021-07-12,2021-07-12 20:32,Bernie,35_amb,CAAQ,BNL15614,,0.864583689,19.27,100.5,-0.054692746,19,62.844417,48.37,389.77,14.8,391.2069769,1.99664,0.372011834,2809.5,0,0.605,14.8,1.11,2.4958,1,21.7,389.81,10.626,10.789,47.64,250.6,49,-1.26,-0.176,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.47,NA,17.035,1.948878189,NA,1.0842945,NA,NA,1.00368673,NA,NA
19,2021-07-12,2021-07-12 20:34,Bernie,35_amb,CAAQ,BNL15614,,0.899834139,19.67,100.5,-1.319069791,1,89.552127,47.58,390.12,15.12,414.7169648,1.99664,0.545518145,2931,0,0.631,15.12,1.11,2.4958,1,22.1,389.63,10.646,10.885,46.53,250.6,53,-1.26,-0.176,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.55,NA,17.395,1.993776639,NA,1.0939425,NA,NA,1.063049741,NA,NA
4,2021-07-12,2021-07-12 18:55,Jorge,31_amb,CAAQ,BNL15591,,0.947994914,22.24,100.4,14.30417035,2001,86.22095,58.21,389.9,20.02,112.8679033,1.99136,0.656141702,4792,0,0.782,20.02,1.14,2.4892,1,24.01,396.55,15.322,15.617,57.11,249.6,2,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.22,NA,21.13,2.515941714,NA,1.5679468,NA,NA,0.289479106,NA,NA
5,2021-07-12,2021-07-12 18:56,Jorge,31_amb,CAAQ,BNL15591,,0.950065125,22.28,100.4,13.44663131,1750,119.569651,57.96,390.1,19.96,199.7239449,1.99136,0.889651128,4842,0,0.776,19.96,1.14,2.4892,1,24,396.4,15.181,15.581,56.47,249.6,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.32,NA,21.12,2.514397525,NA,1.5643324,NA,NA,0.511981402,NA,NA
6,2021-07-12,2021-07-12 18:57,Jorge,31_amb,CAAQ,BNL15591,,0.9590847,22.43,100.4,12.84283172,1500,69.758926,57.48,389.97,19.95,84.66057712,1.99136,0.5293521,4918.5,0,0.773,19.95,1.14,2.4892,1,24.2,395.93,15.361,15.599,56.6,249.6,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.48,NA,21.19,2.5252243,NA,1.5661396,NA,NA,0.217095102,NA,NA
7,2021-07-12,2021-07-12 18:59,Jorge,31_amb,CAAQ,BNL15591,,1.007334595,22.79,100.4,11.99459006,1250,81.765308,55.2,390.04,19.84,145.5226623,1.99136,0.627032704,5026.5,0,0.786,19.84,1.14,2.4892,1,24.78,395.63,15.03,15.312,54.18,249.6,2,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.95,NA,21.315,2.544659395,NA,1.5373248,NA,NA,0.373096765,NA,NA
8,2021-07-12,2021-07-12 19:01,Jorge,31_amb,CAAQ,BNL15591,,1.063344229,23.2,100.4,11.2212477,1000,79.893621,53.1,390.01,19.87,156.0315603,1.99136,0.633311741,5129.5,0,0.812,19.87,1.14,2.4892,1,25.34,395.25,14.813,15.098,52.1,249.5,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.33,NA,21.535,2.579183429,NA,1.5158392,NA,NA,0.400070666,NA,NA
9,2021-07-12,2021-07-12 19:02,Jorge,31_amb,CAAQ,BNL15591,,1.076100111,23.42,100.4,9.946808076,749,60.339076,52.41,390.14,19.81,117.7691708,1.99136,0.477761003,5179.5,0,0.804,19.81,1.14,2.4892,1,25.68,394.77,14.882,15.097,51.67,249.5,0,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.61,NA,21.615,2.591838911,NA,1.5157388,NA,NA,0.301863871,NA,NA
10,2021-07-12,2021-07-12 19:04,Jorge,31_amb,CAAQ,BNL15591,,1.150344339,23.99,100.4,9.489778588,500,72.747372,49.69,390.11,19.82,173.4055329,1.99136,0.593382814,5334.5,0,0.833,19.82,1.14,2.4892,1,26.41,394.55,14.552,14.819,48.79,249.6,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.17,NA,21.905,2.638171939,NA,1.4878276,NA,NA,0.444504199,NA,NA
11,2021-07-12,2021-07-12 19:08,Jorge,31_amb,CAAQ,BNL15591,,1.163902478,24.12,100.4,8.561375241,376,68.84915,48.92,390.04,19.71,183.8087799,1.99136,0.559979061,5535.5,0,0.83,19.71,1.14,2.4892,1,26.56,394.05,14.448,14.7,48.09,249.6,2,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.41,NA,21.915,2.639782478,NA,1.47588,NA,NA,0.47125623,NA,NA
12,2021-07-12,2021-07-12 19:11,Jorge,31_amb,CAAQ,BNL15591,,1.169124996,24.07,100.4,6.185982857,201,29.514614,48.29,390.08,19.54,48.18690943,1.99136,0.244280846,5737,0,0.828,19.54,1.14,2.4892,1,26.52,392.95,14.362,14.472,47.93,249.5,1,-3.54,-0.145,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.53,NA,21.805,2.622113796,NA,1.4529888,NA,NA,0.123530838,NA,NA
13,2021-07-12,2021-07-12 19:14,Jorge,31_amb,CAAQ,BNL15591,,1.154782655,24.07,100.4,4.052328153,99,27.115252,48.65,389.96,19.49,146.4561378,1.99136,0.219963868,5938,0,0.811,19.49,1.14,2.4892,1,26.52,391.85,14.476,14.575,48.32,249.6,1,-3.54,-0.145,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.58,NA,21.78,2.618112655,NA,1.46333,NA,NA,0.375567078,NA,NA
15,2021-07-12,2021-07-12 19:18,Jorge,31_amb,CAAQ,BNL15591,,1.172328102,24.35,100.4,3.559739498,70,16.318594,48.83,390.13,19.81,36.28856757,1.99136,0.13557553,6171,0,0.825,19.81,1.14,2.4892,1,26.81,391.78,14.821,14.882,48.63,249.6,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.54,NA,22.08,2.666480902,NA,1.4941528,NA,NA,0.093016604,NA,NA
16,2021-07-12,2021-07-12 19:19,Jorge,31_amb,CAAQ,BNL15591,,1.168791651,24.47,100.4,1.969445909,50,20.921276,49.01,390.06,19.85,237.0771288,1.99136,0.171164993,6242,0,0.815,19.85,1.14,2.4892,1,26.93,390.99,14.97,15.047,48.76,249.6,1,-3.54,-0.145,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.62,NA,22.16,2.679510451,NA,1.5107188,NA,NA,0.607796567,NA,NA
4,2021-07-12,2021-07-12 16:52,Jorge,35_amb,CAAQ,BNL15613,,0.575546954,16.54,100.4,17.93794678,2000,237.313247,64.43,390.1,14.91,256.4331778,2.01248,1.038733864,3890,0,0.484,14.91,1.02,2.5156,1,17.71,397.59,11.706,12.125,62.2,249.8,92,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.63,NA,15.725,1.792896954,NA,1.21735,NA,NA,0.657352417,NA,NA
5,2021-07-12,2021-07-12 16:53,Jorge,35_amb,CAAQ,BNL15613,,0.559573735,16.61,100.4,17.29434069,1751,150.229282,65.46,389.99,14.99,193.2878753,2.01248,0.661813099,3962,0,0.468,14.99,1.02,2.5156,1,17.71,397.16,12.103,12.37,64.05,249.7,92,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.62,NA,15.8,1.801521735,NA,1.241948,NA,NA,0.495622645,NA,NA
6,2021-07-12,2021-07-12 16:54,Jorge,35_amb,CAAQ,BNL15613,,0.576573968,16.74,100.4,16.65657584,1500,230.4089,63.9,390.01,14.81,262.5290465,2.01248,0.978890546,4033,0,0.468,14.81,1.02,2.5156,1,18.11,396.97,11.777,12.172,61.82,249.7,93,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.93,NA,15.775,1.798642768,NA,1.2220688,NA,NA,0.673134141,NA,NA
7,2021-07-12,2021-07-12 16:56,Jorge,35_amb,CAAQ,BNL15613,,0.580362664,16.97,100.4,16.12156742,1251,118.945885,63.92,389.97,14.97,161.2788585,2.01248,0.530436051,4130,0,0.467,14.97,1.02,2.5156,1,18.18,396.64,12.145,12.359,62.81,249.7,94,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2,NA,15.97,1.821206264,NA,1.2408436,NA,NA,0.413567347,NA,NA
8,2021-07-12,2021-07-12 16:58,Jorge,35_amb,CAAQ,BNL15613,,0.616860703,17.3,100.4,14.88001161,1000,159.433616,61.47,390,14.88,229.9271725,2.01248,0.71646092,4272,0,0.48,14.88,1.02,2.5156,1,18.68,396.19,11.846,12.135,60.01,249.8,95,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.42,NA,16.09,1.835214703,NA,1.218354,NA,NA,0.589556853,NA,NA
9,2021-07-12,2021-07-12 17:02,Jorge,35_amb,CAAQ,BNL15613,,0.65692597,17.71,100.4,14.28084668,750,158.150991,58.99,389.91,14.83,235.0992968,2.01248,0.730903675,4473.5,0,0.494,14.83,1.02,2.5156,1,19.4,395.86,11.652,11.947,57.54,249.7,94,-2.44,-0.119,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.88,NA,16.27,1.85640477,NA,1.1994788,NA,NA,0.602957854,NA,NA
10,2021-07-12,2021-07-12 17:05,Jorge,35_amb,CAAQ,BNL15613,,0.718256449,18.27,100.4,11.66926605,501,171.861493,55.28,389.75,14.71,272.6852216,2.01248,0.824431521,4674.5,0,0.516,14.71,1.02,2.5156,1,20.33,394.65,11.264,11.597,53.68,249.6,77,-2.44,-0.119,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.56,NA,16.49,1.882595249,NA,1.1643388,NA,NA,0.699641364,NA,NA
11,2021-07-12,2021-07-12 17:06,Jorge,35_amb,CAAQ,BNL15613,,0.742034135,18.5,100.4,9.493581113,376,111.39394,54.36,390.24,14.84,246.8050678,2.01248,0.566939361,4728.5,0,0.532,14.84,1.02,2.5156,1,20.59,394.21,11.347,11.576,53.28,249.6,76,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.66,NA,16.67,1.904264535,NA,1.1622304,NA,NA,0.632444311,NA,NA
12,2021-07-12,2021-07-12 17:09,Jorge,35_amb,CAAQ,BNL15613,,0.776342562,18.91,100.4,5.959072699,201,101.189115,52.91,389.87,14.96,291.1553399,2.01248,0.532268542,4890.5,0,0.547,14.96,1.02,2.5156,1,20.91,392.39,11.341,11.556,51.93,249.6,60,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.95,NA,16.935,1.936564962,NA,1.1602224,NA,NA,0.746801087,NA,NA
13,2021-07-12,2021-07-12 17:12,Jorge,35_amb,CAAQ,BNL15613,,0.806339403,18.99,100.4,2.807327133,99,95.529598,51.22,390.04,14.86,340.885943,2.01248,0.522410784,5072.5,0,0.567,14.86,1.02,2.5156,1,21.06,391.27,11.034,11.245,50.26,249.7,46,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.13,NA,16.925,1.935337403,NA,1.128998,NA,NA,0.873976882,NA,NA
14,2021-07-12,2021-07-12 17:12,Jorge,35_amb,CAAQ,BNL15613,,0.808883798,19,100.4,2.540858922,86,93.607026,51.15,390.2,14.88,344.8324551,2.01248,0.514979496,5103.5,0,0.569,14.88,1.02,2.5156,1,21.06,391.32,11.03,11.238,50.21,249.7,53,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.12,NA,16.94,1.937178998,NA,1.1282952,NA,NA,0.883732586,NA,NA
15,2021-07-12,2021-07-12 17:13,Jorge,35_amb,CAAQ,BNL15613,,0.808124527,18.99,100.4,1.267908739,50,81.707283,51.09,390.43,14.84,364.6207789,2.01248,0.450416123,5142,0,0.568,14.84,1.02,2.5156,1,21.06,391.02,11.033,11.215,50.26,249.6,50,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.15,NA,16.915,1.934110527,NA,1.125986,NA,NA,0.933895394,NA,NA
16,2021-07-12,2021-07-12 17:15,Jorge,35_amb,CAAQ,BNL15613,,0.83887085,19.28,100.4,0.420469842,40,76.009913,49.49,390.1,14.8,380.920208,2.01248,0.428248064,5239,0,0.579,14.8,1.02,2.5156,1,21.67,390.34,10.889,11.062,48.72,249.7,55,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.48,NA,17.04,1.94949565,NA,1.1106248,NA,NA,0.976468106,NA,NA
17,2021-07-12,2021-07-12 17:17,Jorge,35_amb,CAAQ,BNL15613,,0.878870974,19.69,100.4,0.022363481,20,54.14974,47.95,389.91,14.92,389.230711,2.01248,0.319051128,5403,0,0.599,14.92,1.02,2.5156,1,22.09,389.97,10.863,10.992,47.39,249.5,42,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.77,NA,17.305,1.982467774,NA,1.1035968,NA,NA,0.998257831,NA,NA
18,2021-07-12,2021-07-12 17:19,Jorge,35_amb,CAAQ,BNL15613,,0.875834757,19.51,100.4,-0.894354829,4,79.045337,48.6,390.08,15.09,408.884967,2.01248,0.472783675,5498,0,0.616,15.09,1.02,2.5156,1,21.64,389.79,10.825,11.016,47.76,249.7,47,-2.44,-0.119,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.42,NA,17.3,1.981841157,NA,1.1060064,NA,NA,1.048207975,NA,NA
16,2021-07-13,2021-07-13 12:58,Bernie,31_amb,CAAQ,BNL15623,,0.360483648,11.04,101.2,0.974714883,49,47.052071,68.91,390.23,9.88,356.3440621,2.0336,0.143353081,1541,0,0.312,9.88,0.9,2.542,1,10.36,390.6,8.946,8.997,68.52,250.7,44,-1.19,-0.11,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.16,NA,10.46,1.270980048,NA,0.9104964,NA,NA,0.913164191,NA,NA
17,2021-07-13,2021-07-13 13:01,Bernie,31_amb,CAAQ,BNL15623,,0.456993951,12.66,101.2,-0.047128315,39,38.317402,58.8,390.1,9.43,392.1048006,2.0336,0.120810855,1742,0,0.322,9.43,0.9,2.542,1,13.99,390.1,8.499,8.542,58.51,250.7,28,-1.19,-0.11,0.7,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.23,NA,11.045,1.321444351,NA,0.8644504,NA,NA,1.005139197,NA,NA
18,2021-07-13,2021-07-13 13:05,Bernie,31_amb,CAAQ,BNL15623,,0.583036432,13.93,101.2,-1.362521331,20,93.315978,50.05,390,9.52,414.3559216,2.0336,0.350966377,1943,0,0.394,9.52,0.9,2.542,1,15.84,389.56,7.773,7.898,49.26,250.7,19,-1.19,-0.11,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.41,NA,11.725,1.382314032,NA,0.7992776,NA,NA,1.062451081,NA,NA
5,2021-07-13,2021-07-13 14:21,Bernie,33_amb,CAAQ,BNL15624,,0.838978069,16.82,101.2,11.23461362,1750,159.442629,49.03,389.88,14.43,268.8549766,2.02304,1.046077537,502,0,0.707,14.43,0.96,2.5288,1,18.4,394.34,8.916,9.313,46.94,250.6,84,-1.65,-0.147,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.39,NA,15.625,1.781453669,NA,0.9424756,NA,NA,0.689583915,NA,NA
6,2021-07-13,2021-07-13 14:23,Bernie,33_amb,CAAQ,BNL15624,,0.933642119,17.59,101.2,11.48781419,1499,61.12479,45.58,389.84,14.9,79.42350757,2.02304,0.463647425,662.5,0,0.781,14.9,0.96,2.5288,1,19.38,394.31,8.913,9.089,44.69,250.6,108,-1.65,-0.147,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.69,NA,16.245,1.853448919,NA,0.9198068,NA,NA,0.203733602,NA,NA
14,2021-07-13,2021-07-13 14:32,Bernie,33_amb,CAAQ,BNL15624,,0.989686989,19.34,101.2,1.545278151,86,7.601202,43.04,390.04,14.89,61.8042735,2.02304,0.055370856,1162.5,0,0.73,14.89,0.96,2.5288,1,21.72,390.64,9.555,9.576,42.95,250.7,139,-1.65,-0.147,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.45,NA,17.115,1.958778189,NA,0.9690912,NA,NA,0.158456244,NA,NA
16,2021-07-13,2021-07-13 14:34,Bernie,33_amb,CAAQ,BNL15624,,1.07452595,19.61,101.2,0.742143755,50,83.043343,39.54,390.3,14.96,375.4034216,2.02304,0.640057848,1290.5,0,0.802,14.96,0.96,2.5288,1,22.01,390.68,8.704,8.947,38.47,250.6,111,-1.65,-0.147,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.65,NA,17.285,1.97996235,NA,0.9054364,NA,NA,0.961833004,NA,NA
4,2021-07-13,2021-07-13 12:20,Derek,32_amb,CAAQ,BNL15615,,0.606870191,12.61,101.2,14.27506634,2000,185.194105,52.95,390.1,10.85,256.4429606,2.00192,0.894496064,2009.5,0,0.529,10.85,1.08,2.5024,1,13.89,396.41,7.284,7.667,50.3,250.3,71,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-1.76,NA,11.73,1.382770591,NA,0.7759004,NA,NA,0.657377495,NA,NA
5,2021-07-13,2021-07-13 12:21,Derek,32_amb,CAAQ,BNL15615,,0.613756246,12.87,101.2,13.42597507,1750,156.204949,52.24,389.95,10.8,242.6331954,2.00192,0.754386658,2065.5,0,0.522,10.8,1.08,2.5024,1,14.29,395.87,7.371,7.694,50.05,250.3,81,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.07,NA,11.835,1.392389046,NA,0.7786328,NA,NA,0.62221617,NA,NA
6,2021-07-13,2021-07-13 12:23,Derek,32_amb,CAAQ,BNL15615,,0.642386325,13.12,101.2,13.19903186,1499,213.925796,50.24,389.97,10.8,281.7597711,2.00192,1.039148295,2154.5,0,0.539,10.8,1.08,2.5024,1,14.56,395.84,7.08,7.525,47.27,250.3,82,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.32,NA,11.96,1.403916325,NA,0.76153,NA,NA,0.72251653,NA,NA
7,2021-07-13,2021-07-13 12:24,Derek,32_amb,CAAQ,BNL15615,,0.63776661,13.37,101.2,13.0860436,1251,162.902937,50.91,389.91,10.94,251.8502217,2.00192,0.794136036,2239.5,0,0.528,10.94,1.08,2.5024,1,14.71,395.69,7.41,7.75,48.67,250.3,62,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.43,NA,12.155,1.42206661,NA,0.7843,NA,NA,0.645918857,NA,NA
8,2021-07-13,2021-07-13 12:25,Derek,32_amb,CAAQ,BNL15615,,0.64676871,13.52,101.2,12.55375163,1001,202.318993,50.16,390.41,10.9,282.0889661,2.00192,0.969275982,2274.5,0,0.528,10.9,1.08,2.5024,1,15.1,395.99,7.297,7.712,47.46,250.3,64,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.62,NA,12.21,1.42722311,NA,0.7804544,NA,NA,0.722545442,NA,NA
9,2021-07-13,2021-07-13 12:26,Derek,32_amb,CAAQ,BNL15615,,0.66691612,13.73,101.2,11.28822492,801,180.8859,48.62,390,10.83,281.9698334,2.00192,0.887409978,2345.5,0,0.536,10.83,1.08,2.5024,1,15.22,395.02,7.198,7.578,46.18,250.3,59,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-2.9,NA,12.28,1.43380972,NA,0.7668936,NA,NA,0.722999573,NA,NA
10,2021-07-13,2021-07-13 12:29,Derek,32_amb,CAAQ,BNL15615,,0.672254665,14.05,101.2,10.12782463,600,160.560098,47.87,389.83,10.7,281.5283705,2.00192,0.773008837,2547,0,0.521,10.7,1.08,2.5024,1,15.6,394.33,7.283,7.614,45.79,250.3,63,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-3.35,NA,12.375,1.442791465,NA,0.7705368,NA,NA,0.722182414,NA,NA
11,2021-07-13,2021-07-13 12:33,Derek,32_amb,CAAQ,BNL15615,,0.702313615,14.81,101.2,7.8555624,401,149.501139,45.53,390.11,10.56,300.3001632,2.00192,0.707332803,2748,0,0.51,10.56,1.08,2.5024,1,16.97,393.62,7.307,7.61,43.72,250.2,73,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.25,NA,12.685,1.472445615,NA,0.770132,NA,NA,0.7697833,NA,NA
12,2021-07-13,2021-07-13 12:35,Derek,32_amb,CAAQ,BNL15615,,0.708418623,15,101.2,6.553131283,299,165.690489,45.86,389.95,10.8,321.9077903,2.00192,0.787133713,2861,0,0.515,10.8,1.08,2.5024,1,16.97,392.91,7.419,7.756,43.87,250.3,96,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.2,NA,12.9,1.493325823,NA,0.7849072,NA,NA,0.825510425,NA,NA
13,2021-07-13,2021-07-13 12:36,Derek,32_amb,CAAQ,BNL15615,,0.716689604,15.12,101.2,4.569103136,201,132.828072,45.43,390.12,10.82,331.7157224,2.00192,0.644646408,2913,0,0.518,10.82,1.08,2.5024,1,17.22,392.2,7.466,7.742,43.81,250.3,119,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.3,NA,12.97,1.500180004,NA,0.7834904,NA,NA,0.850291506,NA,NA
14,2021-07-13,2021-07-13 12:36,Derek,32_amb,CAAQ,BNL15615,,0.712514023,15.21,101.2,2.734050965,121,97.146035,45.86,390.18,10.89,343.0875544,2.00192,0.474009522,2963,0,0.512,10.89,1.08,2.5024,1,17.17,391.44,7.658,7.861,44.68,250.2,215,-1.24,0.128,1,-0.22,2.74,1,0,0.16,111115,NA,NA,NA,NA,-4.32,NA,13.05,1.508047223,NA,0.7955332,NA,NA,0.879305845,NA,NA
